,scaled_amount,scaled_time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Class
24434,-0.041919932928107,-0.604577121441746,-0.950048066623605,1.24164857874009,1.72835532784787,1.04798534629106,0.216118003800428,-0.041397173504518,0.672896258704586,-0.106124978731258,-0.725719224642943,0.04417052533726,-0.153806399223437,0.026503515449437,0.391453012501999,0.139604121301078,1.58587068721977,-0.686318837280821,0.179158853139026,-0.289592913795144,0.369539148465709,0.014641351798838,0.206371528703577,0.547983609142403,-0.340456852941947,0.110921265251249,0.369024200186467,-0.110739779690554,-0.317222914242688,0.12534951108344,0
31002,1.25340599455041,-0.570048990237197,-5.68501341827133,5.77651621042963,-7.06497672861513,5.90271545151069,-4.71556383098609,-1.75563332378958,-6.95867914257843,3.87779518702774,-5.54152882782373,-7.50211219093686,3.67670318691664,-7.64298306727846,1.68986512270453,-8.29965953059956,0.646996364810759,-6.79279505972775,-12.075932061394,-4.88217964265137,2.62662452479163,0.299488632233821,1.12864107441301,-0.962959729230981,-0.110045083655872,-0.177733240766768,-0.089175415706268,-0.049446723229275,0.303444581632884,0.219380438614266,1
268899,-0.239502550129253,0.925116601463833,-0.539165408201236,1.15525629131295,-0.32926001706991,-0.907181015891131,1.51065288107037,-0.195109400759775,0.841164565386124,-1.01797025762205,-0.14610278884003,-0.327067139809154,0.759817791570583,0.558715277805593,0.23253036136599,-1.06202203387198,-1.00920990797491,0.470436172279801,-0.090118908554798,0.368301642543849,0.235598766265355,-0.096879580442083,0.468111759500031,-0.792223673372707,0.059622017320371,0.186064928233165,-0.871184059511742,0.012896714795101,0.172835735943391,0.055956592274585,0
72757,-0.282400614825683,-0.35063851783973,-2.98646550822273,-0.000891229481688,0.605886830263541,0.338337780759695,0.685448451171472,-1.58195443740193,0.504206377175919,-0.233402618007887,0.636767742518801,1.01029102209398,0.004517967966424,0.044396638894064,0.420853062352676,-0.931614224984722,1.14797368277192,0.48306309357216,-0.152470829644753,-0.285666258848129,0.072549849008821,-0.764274258309323,-0.875146363670133,-0.509848660993286,1.31391790371009,0.355064731381086,0.448551563224067,0.193489780350156,1.21458768687535,-0.013922897351576,1
6446,-0.293439530496751,-0.904850855860619,0.702709900098753,2.42643280600508,-5.23451329584052,4.41666124290876,-2.17080621591773,-2.66755356121463,-3.87808845483572,0.911337122229195,-0.166199039175942,-5.00924850212751,4.67572941865677,-8.16718805173089,0.638559282180499,-6.76333439062322,1.29686025605627,-3.81175840977789,-3.75412806618729,-1.04917740227906,1.55419726345897,0.422743129198702,0.551179689117248,-0.009802357313253,0.721698230069415,0.473245751402033,-1.9593037711687,0.31947554010746,0.600484916486359,0.129305225096566,1
66409,10.5234402291623,-0.383627627204267,-3.98951675058535,1.25388032925776,-1.58247775630883,-3.49816604322834,-0.690938092277199,7.12248363532527,-4.66024655229655,-12.6828555057639,0.764782882980867,-4.65143693336078,-1.17914383367478,1.72124536241025,-1.49095681547111,1.06568696950553,-1.37803467324566,0.823414067916234,-0.073671253660381,0.175852153268031,-0.847444063426578,1.96709256252981,-6.73782532933656,1.76695923890471,-3.11429838861295,1.25713322289825,-0.241919444735833,-0.201359827617445,0.629425980359821,-0.268434770482594,0
166137,4.39460630196325,0.389983434955768,-2.0890473358024,-1.12463875761206,0.523147861407857,-2.40410199867612,-0.072703063676458,2.14316999666087,0.394222159792527,1.08416285680693,-1.31249939560769,-0.795701858051311,0.489010608794266,0.082932945009936,0.071688536387475,-0.098670971815912,-0.891690196377799,0.818159493048196,0.619823738827476,-2.18379243979379,-0.261214173842383,0.894939631267159,0.099364039097435,-0.530097989041655,0.62494016745171,-1.02254171280033,0.476866937516322,-0.447762973090924,0.072021088296429,-0.028947501446417,0
42473,-0.254453992873611,-0.511942104582996,-3.60054350412378,4.51904694695796,-6.34088353532231,6.21476727765717,-5.829557636648,-2.4780949557906,-9.93841155861772,2.83008605053969,-5.65916161145799,-11.2981564915382,7.2529532268294,-14.2750918465127,0.18890328374228,-14.5559572107641,-0.338288547453357,-12.1465401437589,-25.1627993693248,-9.04284515066473,0.787578807808201,1.38474276211824,2.26377035551642,0.620749345000528,-0.094068667085379,0.536719087381271,0.398142307216228,0.008276586749878,2.05352425334029,0.835749002954128,1
266928,29.5672465590722,0.914590162008482,-3.10541328344969,-5.62559551300365,-5.06947494383537,2.61657510383798,-0.359938647397886,1.07886597590655,2.94100543343218,-3.5719834573272,-1.51985441400803,-1.00302751000788,0.054358442369695,1.31161040157851,1.11355555378072,1.87239682856084,-0.74807657527374,-0.37489892228893,-0.459238946267781,0.75473052714656,0.009088049958177,4.90292350834491,0.502382218517116,0.863243008923112,-1.97325535304889,-0.015577454409697,-0.86299131304203,-0.508917832713631,-0.084073231455165,0.810033028917637,0
156210,-0.102983301893384,0.26852994043633,1.94636997170434,-0.186540293435048,-0.465975962605447,1.62695160459857,-0.077448297380194,0.321990245382754,-0.504760696336504,0.115436634103934,2.71663126836799,-0.350454541626459,-0.887848258371449,-2.76469555707553,-0.124034065070306,1.46441977294978,-1.66009478807689,-0.317282505561349,0.69416493568615,-0.359975809241906,0.077120136930092,-0.393443574436631,-0.710244671789619,-1.62321561322496,0.466837438335698,0.222409629432656,-0.353541071750189,-1.15052169794534,0.013879842391836,-0.035597722596789,0
249167,20.7214420456927,0.817514303504506,-1.60021129907252,-3.48813018118561,-6.45930280667571,3.24681566349703,-1.61460769860713,-1.26037454854632,0.288223321921388,-0.048963991010951,-0.734974617920653,-4.44148408070017,2.94437484242405,-3.80546898374331,-2.10222683492697,-6.1061832734711,-0.641736399701777,-1.55596289626148,-2.08406707082134,0.394247352869229,0.083379722760084,3.18935489592753,1.19117480721903,-0.96714144500067,-1.46342052446637,-0.624230851495284,-0.176461532068143,0.400348351070197,0.152946864261687,0.477774924576796,1
91778,4.1261789981136,-0.247512306300591,0.862689571653853,-1.74932642755519,-0.91311556367425,-1.95624810588187,-0.764515955774503,-0.403348863144682,0.123376468394882,-0.272407234396476,0.228406375479322,-0.467414945020293,-1.0688994697464,0.285211154088085,0.402527652891066,0.154883206432988,0.929216129083615,-2.59779782661526,0.464323489107239,0.775988469680809,0.126665848661224,0.123288790960495,-0.242694184623557,-0.646820340589536,-0.43460729064826,-0.704222387371374,0.635632044012728,0.144913855787723,-0.030716181667567,0.049290548747319,0
191479,3.60511423181723,0.523737355936982,1.31717343190694,-1.56537985326508,0.30776087402174,1.6721517894182,-1.37147725881298,1.03508339908281,-1.08738444849493,0.447116404987344,1.83612116677388,0.010509814564393,-0.261799097418519,0.809933996443066,-0.661871007690826,-0.50900330059887,-1.08060924468166,0.5096182600194,-0.683111378485746,1.04715797268517,-0.167031723375156,0.263192199770269,0.36356730497111,0.794040043439097,-0.132687219346079,-0.464630511092684,-0.321685711056241,-0.538393260244309,0.061363884672764,0.014186414872772,0
